,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
15697,21.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Urban,11,10.423442691456033
15698,25.0,4.8,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,21,6.036285246840937
15699,27.0,4.7,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,6.214028982626648
15700,38.0,4.1,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,44,13.980466705149244
15701,28.0,4.4,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,42,17.15563066221047
15702,23.0,4.5,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,26,6.045990580080691
15703,31.0,4.4,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,31,7.596255664668238
15704,37.0,4.6,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,20.838465858118276
15705,21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,9.309072205696017
15706,24.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,10.595794247706255
15707,34.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,No,Urban,44,10.717938655627954
15708,20.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,11,17.06408578146661
15709,26.0,4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,1.5535325665189574
15710,31.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,7.55752412150877
15711,24.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,20,4.576187792920355
15712,24.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,7.656085809854442
15713,36.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,9.309180417141434
15714,34.0,4.0,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Semi-Urban,49,13.981235945404284
15715,30.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,35,17.066749209268597
15716,21.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,20.24054214248532
15717,37.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,1.5308788689696942
15718,30.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,29,9.171921672183657
15719,31.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,2.977755776359583
15720,27.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,10.558522624584693
15721,22.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,3.1141653989201736
15722,31.0,4.8,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Urban,29,7.568651270655038
15723,38.0,4.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,7.626922588972819
15724,23.0,4.1,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,9.214358692300063
15725,36.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,4.7146391697631795
15726,32.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,4.525340779183487
15727,22.0,4.8,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,27,20.19357392613407
15728,23.0,4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,10.74966218771771
15729,33.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,25,7.655868515360859
15730,,,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,18,4.534569314971565
15731,27.0,4.8,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,12,7.626708739494706
15732,38.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,27,10.861307414661882
15733,,,Sunny,Medium,2,Snack,electric_scooter,,No,Metropolitian,13,7.5419381338989115
15734,24.0,4.7,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29,10.90029215880898
15735,25.0,4.8,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,22,12.411996581426166
15736,25.0,4.6,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,16.37569278052891
15737,20.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,29,19.96337514512871
15738,25.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,16,6.206170051060365
15739,28.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,13.820994739284906
15740,20.0,5.0,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,14,1.5254371184834954
15741,33.0,4.1,Stormy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,36,14.143914925457633
15742,26.0,4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,11,8.982413094312289
15743,28.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,28,1.4889917185995505
15744,38.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,12.153815026246878
15745,37.0,4.5,Sandstorms,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,44,10.595925604769512
15746,30.0,4.9,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,37,13.574911765820639
15747,37.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,20.430094772882978
15748,30.0,4.7,Fog,High,1,Meal,motorcycle,0.0,No,,30,6.033434951088432
15749,32.0,4.3,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,39,10.558495582957677
15750,34.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,6.050190559479405
15751,28.0,4.6,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Urban,20,10.580306131984912
15752,34.0,4.9,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,4.655330861759319
15753,20.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,24,17.06487357581346
15754,25.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,17.063536793355414
15755,21.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,16,12.228640296718751
15756,36.0,4.6,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,4.607470549618967
15757,36.0,5.0,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,19,6.0336546569828275
15758,24.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,,21,4.653633983083431
15759,37.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,4.587886764317969
15760,32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,17.064183904061466
15761,33.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,6.142384770471023
15762,28.0,5.0,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,11,10.860543099417223
15763,23.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,7.678508730910445
15764,25.0,4.2,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,23,9.429277693727657
15765,30.0,4.2,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,9.116146958775342
15766,20.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,6.124653465742833
15767,20.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,16,6.077386271320292
15768,34.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,40,17.065686520183387
15769,33.0,4.8,Windy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,48,13.822025543108843
15770,,,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,48,9.309117115232695
15771,30.0,4.7,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,8.947878369636745
15772,32.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,47,7.857731631182655
15773,39.0,4.8,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Urban,27,4.660383015463624
15774,26.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,38,17.06339621289782
15775,33.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Semi-Urban,53,20.195110570037617
15776,26.0,4.6,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,17.063093344159746
15777,38.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,44,19.38337026681245
15778,28.0,4.5,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,15,6.1430666154538605
15779,27.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,13.4200223915936
15780,23.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,23,7.757606585069048
15781,36.0,4.4,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,17.287005375714283
15782,27.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,15,9.115648596655296
15783,32.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,18,3.0625630838608924
15784,21.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,13.60227913535554
15785,24.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,24,10.750236329657819
15786,34.0,3.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,32,12.066533655576624
15787,33.0,4.9,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,24,17.154745509184178
15788,,,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,15,20.16981113838186
15789,,,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,17,1.551242009738466
15790,36.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,10.859439533182968
15791,25.0,4.7,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,13,19.9021836305615
15792,30.0,4.4,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.102878136207039
15793,20.0,4.8,Windy,Jam,0,Drinks,motorcycle,,No,Metropolitian,38,10.860315424361021
15794,29.0,4.7,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,16,4.467540049378466
15795,20.0,3.5,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,35,17.287005375714283
15796,23.0,4.8,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,15,9.116373540613633
15797,22.0,4.8,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,24,3.1430928207904922
15798,33.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,8.805856032639582
15799,37.0,4.5,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,9.049839810574019
15800,21.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,28,10.634361131053918
15801,27.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,18,19.646409524237782
15802,39.0,4.7,Fog,High,2,Buffet,motorcycle,2.0,No,Metropolitian,39,1.5310608986879055
15803,36.0,3.6,Windy,Jam,1,Meal,scooter,0.0,Yes,Metropolitian,44,12.41344382867432
15804,29.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,20,13.397467035729738
15805,29.0,4.9,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,11,4.491465872857269
15806,30.0,4.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,9.186914625272605
15807,34.0,4.8,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,38,16.358045704003256
15808,22.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,11,4.607239437909168
15809,25.0,4.7,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,22,19.647150892778953
15810,21.0,4.6,Fog,Low,2,Buffet,electric_scooter,1.0,No,Urban,16,3.102486293902788
15811,38.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3.10342028586726
15812,27.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,26,17.06709879419836
15813,,,,,3,Meal,bicycle,1.0,No,Urban,17,13.78040904519403
15814,31.0,4.9,Fog,High,1,Snack,scooter,0.0,No,Urban,26,6.28618544846543
15815,27.0,4.8,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,20,17.08726304010013
15816,20.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,34,10.873899872586302
15817,34.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Urban,30,4.671249695086452
15818,28.0,4.8,Fog,High,2,Buffet,motorcycle,,No,Metropolitian,22,6.22827704189613
15819,39.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.5194773212324308
15820,20.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Urban,39,6.077372846495258
15821,28.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,17.065792695488557
15822,30.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,27,19.749782227331522
15823,36.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,23,1.5571557122883684
15824,37.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,18,7.568651270655038
15825,31.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,30,7.568773690207889
15826,21.0,4.6,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,13,4.65467321995447
15827,20.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,,20,4.654229036889756
15828,24.0,5.0,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,18,5.958459346998071
15829,,,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,21,1.5358939514591288
15830,37.0,4.5,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,29,9.069823286379473
15831,25.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,11,10.595802694663192
15832,31.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,9.429277693727657
15833,29.0,4.6,Sunny,Jam,2,Meal,electric_scooter,,No,Metropolitian,17,12.153969843557098
15834,20.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,12.285004817705726
15835,29.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.557322164983598
15836,22.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,3.0169292165977044
15837,24.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,10.595925604769512
15838,37.0,3.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,10.899477134345354
15839,26.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Urban,17,9.321084997023739
15840,33.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,4.654229036889756
15841,34.0,4.3,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,12.071712470358726
15842,36.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,37,7.785634025166844
15843,27.0,4.4,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,28,1.5430469937989177
15844,30.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,39,11.000823613167864
15845,24.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,9.068876128766657
15846,39.0,4.6,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Urban,26,8.930686815686387
15847,25.0,4.8,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,17,16.59204339359847
15848,21.0,4.5,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,13,3.1430928207904922
15849,23.0,4.9,Windy,High,1,Snack,motorcycle,1.0,No,Urban,19,3.023433267153682
15850,27.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,24,17.06798361152529
15851,33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Urban,15,19.35127225087194
15852,21.0,5.0,Cloudy,High,0,Buffet,motorcycle,0.0,No,,25,6.125237219823506
15853,36.0,4.3,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,4.671384106275342
15854,38.0,4.2,Windy,Jam,2,Snack,electric_scooter,2.0,No,Metropolitian,41,16.84046564634545
15855,37.0,4.6,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,17.066065542359595
15856,,,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,1.5293389871723275
15857,36.0,4.6,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,25,3.050827374702286
15858,32.0,3.8,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,38,20.838453153063245
15859,24.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Urban,25,13.575777226637122
15860,36.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Urban,24,16.810099534039384
15861,39.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32,1.488906914230836
15862,29.0,4.6,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,17,12.09246545817602
15863,,,Fog,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,48,13.960346528629822
15864,24.0,4.3,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,38,10.874103898171294
15865,25.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,44,19.350541895894672
15866,23.0,5.0,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,13.96335881154927
15867,37.0,4.8,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,15,6.033658008553834
15868,26.0,4.5,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,6.2387054457749285
15869,29.0,5.0,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,17,9.310265052993156
15870,33.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.756906725019102
15871,32.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,33,2.9777554024313626
15872,25.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,47,10.861843682790493
15873,35.0,4.8,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,7.767373101480593
15874,23.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,12.40989118188442
15875,35.0,4.7,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,25,6.050229185827776
15876,23.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,14,14.143914925457633
15877,34.0,5.0,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20.19421466503597
15878,31.0,4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,16,4.607495631007632
15879,38.0,4.8,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,26,3.1031646331163465
15880,21.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20.192567469648125
15881,34.0,4.3,Fog,Jam,2,Buffet,scooter,0.0,Yes,Metropolitian,47,13.72729752171658
15882,23.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,1.5287914289792135
15883,21.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,11.89750755388473
15884,35.0,4.8,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,3.1142919897674384
15885,37.0,5.0,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,26,6.238399474561294
15886,21.0,4.6,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,15,14.143914925457633
15887,33.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,6.206516980076691
15888,23.0,4.9,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,7.7583228489973575
15889,30.0,4.9,Sunny,Jam,2,Meal,scooter,,No,Metropolitian,17,9.069047141560858
15890,33.0,3.5,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Urban,43,10.89918932233165
15891,39.0,4.6,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,13.765089885886539
15892,34.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.114256244046455
15893,28.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20.240373069515584
15894,32.0,4.7,Stormy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,32,7.785510040286484
15895,20.0,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Urban,14,12.572369364893285
15896,22.0,4.5,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,16,1.51933803800487
15897,39.0,4.8,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,29,6.124653465742833
15898,26.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,19,19.60665098402994
15899,28.0,4.6,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,5661.758818053498
15900,32.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,9.068644949258536
15901,28.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.034199331916199
15902,25.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,4.5937809308028825
15903,39.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,19.60550760991621
15904,38.0,4.8,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,20,3.0387820580733607
15905,22.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,10.89918932233165
15906,30.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,28,12.410597915797693
15907,27.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,28,20.16562973954575
15908,31.0,4.6,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,19.351225692032006
15909,23.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,35,13.96426415636329
15910,24.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,1.511566261039988
15911,38.0,4.7,Fog,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,38,7.785281191346711
15912,33.0,4.4,Windy,Jam,0,Meal,motorcycle,2.0,No,Urban,40,4.7146391697631795
15913,39.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,10.58729449227174
15914,27.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,11,1.5358991444560308
15915,33.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,24,17.155137498444443
15916,32.0,5.0,Stormy,Jam,0,Snack,motorcycle,2.0,No,Urban,41,16.712043991479895
15917,22.0,4.9,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,22,4.62905624869034
15918,20.0,4.6,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,26,7.443950971490377
15919,32.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,30,19.9021836305615
15920,32.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,12.411666916185135
15921,34.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,20,12.091794225360216
15922,27.0,4.8,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,10,1.5715464192431179
15923,24.0,4.7,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,9.186800022399215
15924,38.0,4.3,Cloudy,Low,0,Snack,motorcycle,1.0,No,,38,13.400862495365887
15925,37.0,4.1,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,34,7.444293353900952
15926,29.0,4.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,4.654203727611951
15927,30.0,4.3,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,31,7.485502824171535
15928,26.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20.19421466503597
15929,35.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.1142914759300324
15930,39.0,4.9,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,32,7.56356880614404
15931,21.0,4.6,Stormy,Low,0,Buffet,motorcycle,,No,Urban,20,13.603020769129738
15932,38.0,4.2,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,7.545209301602665
15933,39.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,3.0570300962714665
15934,39.0,4.7,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,26,12.099562792910744
15935,33.0,4.6,Windy,Low,2,Snack,scooter,0.0,No,Urban,23,13.57398330052879
15936,24.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,4.557870621663107
15937,20.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,17.064183904061466
15938,20.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,10.634755782720203
15939,21.0,4.6,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Urban,22,5.955616351605389
15940,23.0,4.5,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,22,6.213947750960287
15941,22.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,8.923448433439196
15942,,,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,26,8.784459246252599
15943,37.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Urban,29,12.411912116825137
15944,39.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,28,11.000823613167864
15945,22.0,4.5,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,28,5.9551057963551095
15946,38.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,31,4.660638692090846
15947,22.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,28,10.70056387303536
15948,34.0,4.7,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,27,3.02765764656144
15949,26.0,4.5,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,12,1.5715464192431179
15950,29.0,5.0,Sunny,Low,2,Meal,scooter,0.0,No,Urban,15,3.062085733498809
15951,39.0,4.7,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,13.779797347367765
15952,39.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,25,19.904854339933596
15953,38.0,4.7,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,29,6.28618544846543
15954,27.0,4.8,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,38,10.63489121984694
15955,,,,,3,Drinks,electric_scooter,0.0,No,Metropolitian,26,12.285167152092637
